CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,Remarks,metadata_versionId,metadata_beginLifeSpanVersion,metadata_statusCode,metadata_observationStatus,metadata_statements,UID
SI,EEA_13-02-5,RW,R_SI_11_PN-KrBr-kotl_2,,Natural,0,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_bentoskimi_nevretencarji.pdf,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,597
SI,EEA_13-02-5,RW,R_SI_11_PN-zALvpliv_3,,Natural,0,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_bentoskimi_nevretencarji.pdf,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,598
SI,EEA_13-02-5,RW,R_SI_11_VR7_Kk,,Natural,0,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_bentoskimi_nevretencarji.pdf Urbanič G. (2009): Razvoj metod. za vred. hidromorfol. spremen. velikih rek v Slo. na podl. bentoških nevret.,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,599
SI,EEA_13-02-5,RW,R_SI_4_VR1_AL-Sa,,Natural,0,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_bentoskimi_nevretencarji.pdf Urbanič G. (2009): Razvoj metod. za vred. hidromorfol. spremen. velikih rek v Slo. na podl. bentoških nevret.,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,602
BG,EEA_124-01-6,RW,R7,,Natural,0,0.85,0.64,0.43,0.22,,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,213
ES,EEA_11-04-1,LW,114,,Natural,0,,,,,,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,254
BE,EEA_124-01-6,RW,RIV_09_AWB,RW-R-C6,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p. For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4889
BE,EEA_124-01-6,RW,RIV_10_AWB,RW-R-C6,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p. For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4890
BE,EEA_124-01-6,RW,RIV_11_AWB,RW-R-C4,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p. For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4891
PL,EEA_124-04-9,RW,1,,Natural,1,0.75,0.55,0.35,0.15,Class boundaries have been determined according to expert judgment,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2408
PL,EEA_124-04-9,RW,10,,Natural,1,0.7,0.5,0.3,0.15,Class boundaries have been determined according to expert judgment,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2409
BE,EEA_13-01-4,RW,BERW_04286,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,859
BE,EEA_13-01-4,RW,BERW_04287,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,860
BE,EEA_13-01-4,RW,BERW_04380,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,861
BE,EEA_13-01-4,RW,BERW_04388,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,403
BE,EEA_13-01-4,RW,BERW_04390,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,404
BE,EEA_13-01-4,RW,BERW_04430,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,405
BE,EEA_124-01-6,RW,RIV_21_HMWB,RW-R-C4,HMWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p; For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4852
BE,EEA_124-01-6,RW,RIV_22_HMWB,RW-R-C4,HMWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p; For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4853
BE,EEA_124-01-6,RW,RIV_23_HMWB,RW-R-C5,HMWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p; For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4854
BE,EEA_124-01-6,RW,RIV_24_HMWB,RW-R-C3,HMWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p; For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4855
BE,EEA_124-01-6,RW,RIV_25_HMWB,,HMWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p; For Highly Modified and Artifical WaterB",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4856
BE,EEA_13-01-4,RW,RIV_01_HMWB,RW-R-C6,HMWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4857
BE,EEA_13-01-4,RW,RIV_02_HMWB,RW-R-C6,HMWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4858
BE,EEA_13-01-4,RW,RIV_03_HMWB,RW-R-C4,HMWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envxbdrea/WISE_SoE_WaterQuality_2018_181220_BiologyEQRClassificationProcedure.xml,2018-12-21 10:10:46.000,valid,A,,4859
GB,EEA_13-01-4,RW,Mid-altitude Siliceous Small,RW-R-N5,HMWB,1,0.97,0.86,0.72,0.59,River Invertebrate Classification Tool (RICT),A,InvertebrateEQR_G,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3329
GB,EEA_11-01-8,LW,"High Alkalinity, Very Shallow, Large, Lowland",LW-L-CB2,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3330
GB,EEA_11-01-8,LW,"Moderate Alkalinity, Shallow, Large, Lowland",LW-L-N1,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3331
GB,EEA_11-01-8,LW,"Marl, Shallow, Large, Lowland",LW-L-CB1,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3332
GB,EEA_11-01-8,LW,"Organic, Very Shallow, Large, Lowland",LW-L-CB2,Natural,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3333
GB,EEA_11-01-8,LW,"Organic, Shallow, Large, Lowland",LW-L-CB1,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3334
GB,EEA_11-01-8,LW,"Organic, Very Shallow, Large, Lowland",LW-L-CB2,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3335
GB,EEA_11-01-8,LW,"Organic, Very Shallow, Large, Mid-Altitude",,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3336
GB,EEA_11-01-8,LW,"Organic, Shallow, Large, Lowland",LW-L-N8a,Natural,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3337
GB,EEA_11-01-8,LW,"Organic, Shallow, Large, Lowland",LW-L-CB1,Natural,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3338
GB,EEA_11-01-8,LW,"High Alkalinity, Shallow, Large, Lowland",LW-L-CB1,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3339
GB,EEA_11-01-8,LW,"Low Alkalinity, Shallow, Large, Lowland",LW-L-N2a,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3340
GB,EEA_11-01-8,LW,"Organic, Shallow, Large, Mid-Altitude",LW-L-N6a,HMWB,1,0.8,0.6,0.4,0.2,PhytoPLankton Classification with Uncertainty TOol (PLUTO),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwhdsyq/NI_2015_WISE_SoE._BiologyEQRClassificationProcedu.xml,2017-01-12 12:25:30.000,stable,A,,3341
BE,EEA_124-01-6,RW,BERW_02049,,Natural,0,0.94,0.75,0.5,0.29,"""toothbrush"" samplings",,We propose 16 (IBGN) as reference value and 12 for the G-M boundary after the study of historical data (samples collected during the years 1940'),http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,25
BE,EEA_124-01-6,RW,BERW_02295,,HMWB,0,,0.57,0.47,0.27,"""toothbrush"" samplings",,The class boundaries are adapted for the HMWB (EP),http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,26
BE,EEA_124-01-6,RW,BERW_02361,,AWB,0,,0.67,0.47,0.27,"""toothbrush"" samplings",,The class boundaries are adapted for theartificial WB (EP),http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,27
BE,EEA_124-01-6,RW,BERW_02420,,HMWB,0,,0.67,0.53,0.27,"""toothbrush"" samplings",,The class boundaries are adapted for the HMWB (EP),http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,28
BE,EEA_124-01-6,RW,BERW_03190,,HMWB,0,,0.67,0.53,0.27,"""toothbrush"" samplings",,The class boundaries are adapted for the HMWB (EP),http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,29
BE,EEA_124-01-6,RW,BERW_03260,,HMWB,0,,0.67,0.53,0.27,"""toothbrush"" samplings",,The class boundaries are adapted for the HMWB (EP),http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,30
BE,EEA_124-01-6,RW,BERW_03315,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,31
BE,EEA_124-01-6,RW,BERW_03381,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,32
BE,EEA_124-01-6,RW,BERW_03405,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,33
BE,EEA_124-01-6,RW,BERW_03410,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,363
BE,EEA_124-01-6,RW,BERW_03450,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,364
BE,EEA_124-01-6,RW,BERW_03510,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,365
ES,EEA_11-04-1,LW,604,,AWB,0,,,,,,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,952
BE,EEA_124-01-6,RW,BERW_04770,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,138
FR,EEA_13-01-4,RW,M3/8,,Natural,0,0.9444444,0.7777778,0.5555556,0.2777778,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2061
FR,EEA_13-01-4,RW,M4,,Natural,0,0.93333334,0.8,0.53333336,0.33333334,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2062
FR,EEA_13-01-4,RW,M5,,Natural,0,0.9285714,0.78571427,0.5714286,0.2857143,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2063
FR,EEA_13-01-4,RW,M8-A,,Natural,0,0.9285714,0.78571427,0.5714286,0.2857143,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2064
FR,EEA_13-01-4,RW,M9,,Natural,0,0.9285714,0.78571427,0.5714286,0.2857143,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2065
FR,EEA_13-01-4,RW,M9/10,,Natural,0,0.9375,0.8125,0.5625,0.3125,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2066
FR,EEA_13-01-4,RW,M9-10/21,,Natural,0,0.9444444,0.7777778,0.5555556,0.2777778,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2067
FR,EEA_13-01-4,RW,M9-A,,Natural,0,0.9285714,0.78571427,0.5714286,0.2857143,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2068
FR,EEA_13-01-4,RW,MP15,,Natural,0,0.9285714,0.78571427,0.5714286,0.2857143,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2069
FR,EEA_13-01-4,RW,MP15/5,,Natural,0,0.9285714,0.78571427,0.5714286,0.2857143,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2070
FR,EEA_13-01-4,RW,MP18,,Natural,0,0.93333334,0.8,0.53333336,0.33333334,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2071
FR,EEA_13-01-4,RW,MP2,,Natural,0,0.9285714,0.71428573,0.5,0.2857143,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2072
FR,EEA_13-01-4,RW,MP6,,Natural,0,0.9375,0.8125,0.5625,0.3125,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2073
FR,EEA_13-01-4,RW,P1,,Natural,0,0.9375,0.8125,0.5625,0.3125,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2074
FR,EEA_13-01-4,RW,P10,,Natural,0,0.93333334,0.8,0.53333336,0.33333334,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2075
FR,EEA_13-01-4,RW,P11,,Natural,0,0.93333334,0.8,0.53333336,0.33333334,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2076
FR,EEA_13-01-4,RW,P11/3-21,,Natural,0,0.9411765,0.8235294,0.5294118,0.29411766,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2077
FR,EEA_13-01-4,RW,P12-A,,Natural,0,0.93333334,0.8,0.53333336,0.33333334,standard AFNOR NF T90-350,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2078
GB,EEA_13-01-4,RW,F10898,,Natural,1,0.97,0.86,0.75,0.63,BMWP Family level,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2229
GB,EEA_13-01-4,RW,F10900,,Natural,0,0.97,0.86,0.75,0.63,BMWP Family level,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2230
GB,EEA_13-01-4,RW,F10918,,Natural,1,0.85,0.71,0.57,0.47,BMWP Family level,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2231
GB,EEA_13-01-4,RW,F11203,,Natural,0,0.97,0.86,0.75,0.63,BMWP Family level,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2232
